,rec1,rec2,rec3,rec4,rec5
4267,13193,15190,6074,14624,14551
4268,10058,13630,14288,17701,11985
4269,11944,11945,13464,2065,11416
4270,6849,4376,14857,8661,17682
4271,10769,8173,9095,4428,12383
4272,6139,10234,5623,4008,17279
4273,14751,1138,4428,8765,3010
4274,2236,4847,3481,1727,3335
4275,16238,3562,3149,17659,13587
4276,12505,6594,16908,16759,5879
4277,12575,2939,5918,13052,11281
4278,16963,10769,10304,3409,11342
4279,13145,11298,7602,7324,14824
4280,9134,7067,15372,17670,13088
4281,3181,16993,16403,6375,11633
4282,12660,3756,3925,13290,3556
4283,7067,17045,7001,10249,10305
4284,15148,15053,13427,12079,13778
4285,10114,1686,14857,8661,14700
4286,2036,10149,15674,5367,10389
4287,3031,10149,13691,4289,3032
4288,2036,4289,15674,14034,5367
4289,3031,10149,4287,3032,4288
4290,12575,2939,13593,2938,240
4291,15372,2771,13593,2938,10305
4292,16234,6523,2368,9577,7501
4293,4772,3660,9607,12639,4034
4294,16234,2368,12070,848,9577
4295,160,10149,10485,7411,16504
4296,10769,8173,8522,9095,4428
4297,4428,3997,3010,14446,1841
4298,15842,11308,16558,13924,14636
4299,10769,8951,15053,1138,15674
4300,10769,1306,15053,15674,11076
4301,232,148,5381,5328,2991
4302,10419,9660,17273,7621,10430
4303,15212,6251,2901,10912,13596
4304,1951,4305,7870,16019,4880
4305,1951,5854,4772,16019,4611
4306,14527,7563,17366,7857,10756
4307,16254,7147,11298,14006,7057
4308,6632,15552,11316,12993,2989
4309,10419,3300,15821,18,1657
4310,10879,4428,16668,15574,3010
4311,1669,10361,6998,12794,13749
4312,6386,9193,15100,2022,10377
4313,9193,16853,16259,15140,16706
4314,5257,15824,2530,6386,16676
4315,7067,15372,4361,13088,10305
4316,15888,16092,13417,15867,14392
4317,14716,4521,14039,10754,1877
4318,13145,11298,7602,7324,14824
4319,5481,4254,2435,9328,14136
4320,9069,13577,12435,17377,16859
4321,15881,11916,12694,9673,5188
4322,7501,561,9245,9147,6590
4323,12575,4261,2939,306,3403
4324,16238,2078,3946,3149,17659
4325,14442,6119,8126,7768,5093
4326,4305,7501,3809,6119,3660
4327,4564,7870,4428,11342,10996
4328,12273,9955,14551,7124,10628
4329,12575,3745,9289,2939,12676
4330,13509,5370,6268,7503,14514
4331,12575,13135,2939,1400,11278
4332,15455,354,2782,307,9470
4333,16405,16406,6453,16407,16762
4334,16407,4728,4126,18,15051
4335,6453,16762,10563,15842,10564
4336,8453,14123,6445,11119,12510
4337,13509,6268,14514,5020,14303
4338,9615,8892,16138,15799,17342
4339,14444,16655,9460,12467,7073
4340,17273,15638,2275,13433,9147
4341,9377,9458,306,2851,7119
4342,12795,232,3763,148,5381
4343,3895,12639,16504,14485,11342
4344,9660,11333,900,3263,5925
4345,14250,13593,2938,240,2830
4346,10445,17342,17377,4763,13519
4347,14280,6036,16486,17109,16758
4348,2021,2036,13389,15674,12176
4349,14654,1487,2778,5754,10464
4350,15842,11342,8605,8810,10996
4351,9271,6216,12795,148,5381
4352,16695,16264,11453,14721,8522
4353,10769,6119,15674,16504,12812
4354,10977,2712,11678,3452,15785
4355,8326,4110,9510,14527,10756
4356,12324,12273,14012,6782,14800
4357,10250,16792,2403,14532,13661
4358,13714,15781,10853,9876,12064
4359,2368,2949,7120,4521,306
4360,1951,4373,15102,16024,13535
4361,13359,16760,416,3839,636
4362,3660,11291,12639,8663,2789
4363,11096,11333,12490,10705,5242
4364,4564,7021,15842,11342,15166
4365,12639,3193,14638,8084,6328
4366,7501,7237,4322,794,15584
4367,10769,15053,15674,11076,6083
4368,4305,6119,16019,4428,10234
4369,3138,10377,9673,14065,11858
4370,9333,4521,11756,14858,16914
4371,15273,13570,16707,1657,2237
4372,2032,12490,8665,5868,9657
4373,16324,2829,15102,14655,16960
4374,1243,16110,13562,17517,8188
4375,15799,8892,9615,16138,1765
4376,10114,16269,8380,15506,1745
4377,13509,6268,3650,5020,10864
4378,17103,15016,8951,2052,2402
4379,4772,7870,12639,4428,11342
4380,5854,13455,8222,1657,6986
4381,15842,12607,15367,4380,14446
4382,5354,8492,18,14433,15219
4383,5027,16695,354,10,4428
4384,10769,5571,1138,11145,17567
4385,12585,12012,8600,6929,7768
4386,3181,16993,16403,6375,11633
4387,10769,15053,16914,15674,12812
4388,16830,7397,5327,3278,1871
4389,9193,12288,12542,3263,16416
4390,12490,12542,5242,16009,14231
4391,10114,16269,8380,15506,1745
4392,12575,9289,3745,2939,13927
4393,10149,7111,16504,10389,8718
4394,9415,1661,9573,9632,7328
4395,16220,17478,8632,14981,7017
4396,3300,3660,12639,5282,16504
4397,1951,15102,5854,16024,9470
4398,4567,4564,7176,4566,16368
4399,4772,14136,13088,10180,3911
4400,10718,479,11951,8731,6381
4401,10394,10395,5660,7314,5798
4402,10039,15724,13577,17377,16763
4403,13892,10555,11883,11242,6914
4404,12273,8129,16402,11985,12485
4405,12273,8126,6074,9093,10628
4406,14751,4428,3997,3010,14446
4407,2036,12490,15674,6316,14034
4408,6001,16938,2712,11624,15912
4409,14751,2623,4428,4174,3010
4410,2021,17103,12332,8013,2325
4411,10277,6416,16042,15245,10697
4412,13135,13614,4432,10711,17472
4413,10769,8173,9095,4428,4271
4414,12694,11908,17141,12421,12109
4415,9193,7017,15494,12150,2966
4416,16504,5593,15543,13392,17157
4417,15100,12490,14251,5242,5600
4418,6627,17405,7476,5765,13350
4419,7067,6480,12580,15372,11051
4420,16045,1686,4697,9525,10063
4421,10769,8173,8522,9095,4428
4422,11606,148,6584,8174,5763
4423,5404,3763,5381,6861,7379
4424,17326,8658,12212,15271,14698
4425,14751,4428,3010,14446,1841
4426,10114,16652,16269,15506,1686
4427,17273,15638,11121,13433,9147
4428,10769,2160,5571,1138,11145
4429,6386,15100,3138,10377,14065
4430,11333,3763,10377,12694,11858
4431,13036,16962,10096,6556,6153
4432,15638,8503,13433,5507,9147
4433,5854,4305,3660,16019,7097
4434,5571,17567,11145,16504,4428
4435,7067,16963,10769,10304,9040
4436,2786,15710,15856,9729,13519
4437,232,3763,148,6584,5381
4438,12490,3809,12542,5242,16009
4439,7067,2070,13088,10305,6657
4440,10769,1138,15053,5293,4428
4441,10769,8173,15959,9095,4428
4442,16695,2036,12983,15053,15674
4443,5562,9212,8658,4367,7790
4444,352,20,16234,16092,9577
4445,15322,11563,17019,6418,14346
4446,4869,5527,13254,15674,15867
4447,1487,4900,15842,10464,1856
4448,6829,9212,240,12828,15214
4449,4450,1781,3937,8538,13482
4450,8538,13482,4449,3937,14276
4451,11672,9881,4279,14371,4318
4452,294,2032,12490,8665,9204
4453,12639,9212,6328,7790,15979
4454,7067,15372,7012,2101,16655
4455,10769,8173,1824,9095,4428
4456,15596,15638,11342,16112,1857
4457,16504,4428,3010,14446,14667
4458,16504,6984,11871,13299,3010
4459,17268,16504,4428,6984,4457
4460,4521,10769,6119,15053,6742
4461,4831,17329,16517,10540,12163
4462,4450,14654,3809,15842,11739
4463,3181,16993,16403,6375,11633
4464,8594,13614,13135,11665,16072
4465,16611,15835,12586,5868,1087
4466,2712,4678,1628,4679,9994
4467,9499,9027,4612,14882,11749
4468,3684,17103,15330,8039,289
4469,16504,4428,10234,5623,5367
4470,15330,2901,10912,13596,6559
4471,16963,10769,10304,6119,6418
4472,4564,7870,4428,11342,10996
4473,6242,3458,3138,10377,9673
4474,11550,12339,6375,16270,14781
4475,4475,5027,7514,5327,17543
4476,6386,2022,10377,11223,16944
4477,7067,15372,13088,3786,10305
4478,12408,5745,11633,5002,5398
4479,16546,13110,3377,12008,2741
4480,4564,468,11342,10741,10996
4481,5027,13509,12694,14514,5020
4482,15842,14446,1657,3538,16180
4483,4564,7021,15842,11342,14446
4484,15842,14446,5484,1657,4049
4485,4428,4174,3997,6022,3010
4486,859,15358,13710,2456,6389
4487,4305,7870,16019,4428,11342
4488,8333,18,13570,15779,11930
4489,1781,11678,13509,7021,14514
4490,15265,14165,5950,9925,17382
4491,3181,16993,16403,6375,11633
4492,10912,10705,13596,6559,16347
4493,10353,8642,10349,16324,7452
4494,7017,12150,14261,8405,11406
4495,1888,4035,11722,15441,9967
4496,4373,15102,7621,3193,205
4497,13135,13614,10711,9819,17472
4498,10445,3663,17342,17377,14774
4499,13963,8126,10305,6657,15733
4500,15638,9147,11790,2966,12686
4501,10149,16504,6984,10389,8718
4502,16830,7397,5327,3278,3217
4503,16220,9167,11563,16464,3870
4504,9669,12982,10031,606,7883
4505,12659,3686,11638,13210,5001
4506,3181,16993,16403,6375,11633
4507,3024,10769,1138,17567,4428
4508,3300,5988,18,475,6212
4509,3181,16993,16403,6375,11633
4510,13121,12639,14485,18,6328
4511,10039,14552,14721,8522,5571
4512,14276,10250,9944,5573,2151
4513,2104,2022,13470,8830,12079
4514,10287,14851,17609,2937,8263
4515,14442,12575,2939,3809,7768
4516,13583,10039,9094,16796,3178
4517,5013,15724,11103,9213,6418
4518,16254,14371,10250,4279,9920
4519,9167,16220,15478,11563,16464
4520,12674,7260,17576,15148,13427
4521,14716,3059,3830,16392,15326
4522,12273,2841,12916,10628,7640
4523,12795,11606,148,6584,6539
4524,12273,6814,9093,1990,12916
4525,9819,9592,13941,10755,10862
4526,10419,15482,10951,6821,14233
4527,5027,17377,374,7870,354
4528,7976,16110,13356,1838,3904
4529,7988,5481,7067,12676,10621
4530,450,148,5048,5054,12113
4531,11606,148,5048,5054,4530
4532,13193,12273,8126,2841,10566
4533,12795,3763,148,5048,5054
4534,7147,13145,9881,4920,14006
4535,11096,11333,12490,12212,6958
4536,5282,16891,274,143,15328
4537,2851,11790,12079,2778,69
4538,752,790,585,6227,15568
4539,14995,9425,16772,11991,15617
4540,15100,3138,12079,14065,15154
4541,843,16234,16092,9577,837
4542,14346,15053,15674,11581,11076
4543,9069,12435,4985,7501,14329
4544,7067,15372,4432,13164,13088
4545,9193,12473,12288,12542,3263
4546,1951,6947,16487,3085,12776
4547,11944,11945,9565,12084,2065
4548,10419,3300,15821,10660,7071
4549,12639,6328,14392,13519,7776
4550,5931,3547,172,5638,16618
4551,3300,14391,10660,16241,14433
4552,6820,14051,4857,11688,7674
4553,15710,12686,9729,9707,16665
4554,6139,10234,5623,4008,17279
4555,15638,1387,11372,2966,16112
4556,7147,4279,14371,4318,15797
4557,13509,14514,5020,13519,17701
4558,13955,9341,4669,14893,17565
4559,6386,8997,12079,15154,14007
4560,14012,3497,7111,7109,7124
4561,2530,17323,7538,16665,16648
4562,4521,3059,16914,1877,12361
4563,3024,10769,1138,11145,17567
4564,4567,7176,4428,11342,10996
4565,16784,7309,15617,290,11242
4566,10523,12907,10977,17293,15698
4567,16483,10349,7452,16324,2829
4568,294,480,16120,148,14965
4569,7067,17596,15372,13088,10305
4570,14654,5732,15842,13570,5506
4571,4564,7870,4428,11342,10996
4572,232,3763,11606,148,5381
4573,2530,16676,1969,16275,17323
4574,4564,7021,15842,11342,1535
4575,10149,15842,13570,12607,8718
4576,7067,2022,15372,2391,13088
4577,8967,8419,1765,13551,12686
4578,16695,14721,6119,15053,15648
4579,13276,4023,4580,4581,10683
4580,10149,4289,4579,8718,4581
4581,15273,5282,4579,4580,2878
4582,10149,7471,1093,3408,11869
4583,13509,6268,7304,14514,5020
4584,7067,15372,14374,13088,6657
4585,2278,11790,3951,12686,13519
4586,16238,3481,13732,3562,5974
4587,4825,13892,11883,11242,1758
4588,779,13807,8126,13171,2778
4589,15638,16796,11790,14248,8605
4590,10039,16796,7870,4428,11342
4591,16963,16264,10769,10304,3703
4592,9147,11790,2966,11342,16112
4593,11868,1903,13052,13113,13239
4594,2840,9722,2771,3820,4213
4595,4634,10966,7017,8769,13052
4596,10838,10769,9094,8173,4428
4597,6886,753,3062,14088,7501
4598,11852,991,5816,2361,9180
4599,830,1136,10149,969,2529
4600,5988,15821,16288,4601,2590
4601,5802,6212,15306,12951,14452
4602,3745,9289,12575,2939,11325
4603,10769,12332,15674,15867,3314
4604,4305,7870,16019,11342,10234
4605,15638,9147,16019,8130,2966
4606,15713,14006,4279,2220,7602
4607,2376,9167,6422,11991,3433
4608,5253,13193,15190,2841,6074
4609,1833,15482,7120,7119,5282
4610,16863,9167,16220,2016,8308
4611,13135,13614,10711,3280,17472
4612,9499,9027,4612,14882,11749
4613,8696,14889,13276,14899,1487
4614,3465,8126,148,16321,14973
4615,14751,1138,4428,4174,3997
4616,9011,8811,4616,6297,5119
4617,4538,752,790,585,6227
4618,7086,10188,6251,16962,4952
4619,13298,5936,14825,2285,8833
4620,4984,11382,6445,12934,5879
4621,7067,15713,15372,13088,10305
4622,6386,15100,2022,10377,12079
4623,6445,8909,5071,8350,6370
4624,2022,15053,10377,12079,16122
4625,6886,5481,12608,775,9328
4626,6386,3138,2022,9673,12079
4627,6080,15674,11342,14034,5367
4628,11944,11945,5792,10234,2065
4629,3879,14751,1138,4428,3997
4630,1002,15047,10503,1951,9539
4631,10769,6119,17602,6263,10234
4632,10149,17702,622,13570,8718
4633,9193,11520,766,14060,15165
4634,15321,13417,7765,9661,3903
4635,9011,6445,7990,4616,6297
4636,12490,12542,4389,5242,16009
4637,16264,3024,11453,14721,8951
4638,9499,9027,4612,14882,11749
4639,10114,8380,10639,9354,10966
4640,9324,15442,5373,2615,1877
4641,12273,5661,3484,14422,17696
4642,8145,2040,11088,5606,15638
4643,16264,10769,11453,14721,8522
4644,14751,4428,4174,10686,3010
4645,4644,16504,8089,5792,10686
4646,15100,2022,15868,9673,12079
4647,12984,10769,15053,15674,11076
4648,12490,12542,5242,16009,8405
4649,1781,10039,10277,8774,9121
4650,12575,2939,306,14210,4191
4651,4254,6093,13507,12850,12910
4652,12575,16789,1951,13614,6093
4653,17166,170,11331,16918,11237
4654,7501,4772,3660,12639,9470
4655,2368,14444,7119,7371,13427
4656,12575,6093,2939,306,2913
4657,16138,8892,12941,13018,12686
4658,6886,3138,5715,10377,9673
4659,7119,7371,16504,14392,16343
4660,3245,10149,16504,6984,10389
4661,10769,10149,15674,16504,10389
4662,1951,16019,16487,16379,9470
4663,12490,8126,5242,7727,14392
4664,15968,779,7727,13427,4663
4665,1871,16402,16401,17701,11985
4666,13509,6268,14514,5020,3952
4667,9193,3663,17342,15638,17449
4668,7067,15372,13088,10305,11662
4669,9341,14893,17565,11170,10347
4670,6386,9193,15100,2022,14065
4671,6386,3138,10377,9673,14065
4672,10769,15053,15674,11076,11674
4673,13509,6268,14514,12995,5020
4674,12490,12542,5242,16009,8982
4675,7067,15372,4167,10560,13088
4676,16234,6886,2368,9577,14088
4677,2022,13304,10377,9673,49
4678,4466,2279,13519,2460,4679
4679,2712,4678,4466,1628,9994
4680,14751,4428,17124,3010,14446
4681,10769,15053,15674,11076,12812
4682,4564,7021,15842,11342,10996
4683,5354,8492,18,6212,12733
4684,16254,10250,4279,2220,5643
4685,13121,17702,15867,13570,2237
4686,6611,12575,9289,2939,6538
4687,5584,11638,13210,4505,7566
4688,15842,16504,11660,14034,15979
4689,4564,6500,17702,16504,11342
4690,5718,11667,1908,3204,7501
4691,9679,9115,10149,10951,11025
4692,6135,14319,11333,15631,17185
4693,3820,5333,13282,2938,12859
4694,12490,417,8343,12311,2596
4695,16853,16259,14191,15140,16706
4696,1833,9660,16092,11333,4120
4697,16045,16464,4420,10361,3454
4698,9636,184,1771,14024,9825
4699,16138,8892,6888,5310,15799
4700,8449,7067,15372,13088,10305
4701,16857,2771,7012,11839,2101
4702,15638,9094,9141,9819,9147
4703,16254,11298,14006,4318,2220
4704,3916,2787,10183,10184,2143
4705,16092,3193,12686,8084,16665
4706,7067,14039,4317,16655,13550
4707,15821,13570,1657,2237,9157
4708,6135,5027,11333,8665,9204
4709,2036,10149,15674,14034,10389
4710,8079,3767,12273,4884,12871
4711,13193,7564,15190,14624,14551
4712,7564,12734,14624,6074,14551
4713,15526,17701,3352,16686,14083
4714,15203,5794,2775,2591,5870
4715,7335,10932,4209,1709,6983
4716,17377,1138,7870,4428,11342
4717,1138,3882,10234,4008,16829
4718,10769,8173,1138,4271,14034
4719,2236,12961,6741,1727,8211
4720,16963,10769,10304,14136,3149
4721,4131,17297,3708,16283,5153
4722,11096,11333,12490,14910,8729
4723,9415,6112,2432,6034,13989
4724,2840,6632,9722,14376,4213
4725,4475,17273,7397,5327,8787
4726,12575,13135,7067,13457,2939
4727,1951,12575,2939,6032,8895
4728,10563,11398,15842,15051,13570
4729,4521,14721,9890,8522,16914
4730,13577,11103,9213,6418,7017
4731,7870,16504,11790,4428,11342
4732,7147,9881,14006,16792,7057
4733,16092,8455,14392,15602,2326
4734,12575,306,2913,2851,12079
4735,16138,15799,7049,64,8419
4736,13615,15669,6251,2901,15595
4737,11333,10377,14065,11858,12980
4738,16504,4428,6984,8579,3010
4739,16092,975,14392,15602,11541
4740,14737,2706,2003,4207,3008
4741,3181,16993,16403,6375,11633
4742,13957,7009,828,9147,5693
4743,7452,16483,10349,16324,2829
4744,16853,16259,15140,16706,3278
4745,14597,16234,13688,9577,541
4746,15596,15638,15534,2966,12686
4747,9377,9458,306,2851,7119
4748,7049,12686,16665,9707,17546
4749,9193,15100,13593,9673,12079
4750,6386,3138,2022,13926,11332
4751,9193,16853,7766,16259,15140
4752,17097,8989,13761,10714,8880
4753,2831,9506,12701,12694,5544
4754,4634,6031,14225,2575,10608
4755,13661,6300,9881,11298,15797
4756,12490,12542,16416,5242,16009
4757,14924,5404,8665,16027,9136
4758,10769,7870,1138,4428,11342
4759,9723,1008,3278,9857,14822
4760,4428,4174,3997,3010,14446
4761,16254,7147,13145,11298,4318
4762,6135,11333,12490,12694,6958
4763,16857,2771,2101,2938,9212
4764,6093,4254,13507,4318,12850
4765,7067,15372,12205,13891,13088
4766,13509,3876,4794,6268,14514
4767,12490,3809,12542,5242,16009
4768,10769,8173,9095,4428,4271
4769,16024,1814,4489,10388,6420
4770,2036,13220,12490,15674,14034
4771,2375,5745,11728,13814,13505
4772,4305,12639,16665,13519,12865
4773,10769,15053,15674,2583,14034
4774,9193,16853,16259,5391,17457
4775,16853,16259,15140,14401,16706
4776,7067,15372,11713,2219,2126
4777,15713,2012,13088,10305,8605
4778,14279,10241,12245,552,2488
4779,9193,15100,10377,9673,12079
4780,16963,13583,10039,14721,8522
4781,15123,3100,5404,16830,3217
4782,10769,8173,9095,4271,240
4783,4373,16268,6207,9470,8222
4784,1951,13018,12686,16665,9707
4785,17346,1048,3547,12556,172
4786,13963,16092,8126,14392,15733
4787,7067,15372,13088,10305,2417
4788,13509,16324,6268,14514,5020
4789,5481,7147,9328,9920,7057
4790,3763,11606,148,6584,15733
4791,13193,12273,15190,10566,12916
4792,12575,2939,3614,6267,4128
4793,2530,14191,16676,1969,14646
4794,10445,3663,17342,17377,16944
4795,16138,15799,7004,8042,1765
4796,1745,15067,10966,7017,1593
4797,16254,10860,6300,11298,14006
4798,4428,3010,14446,2148,6826
4799,4564,10977,7176,8652,14941
4800,8892,6590,12686,9707,16665
4801,11678,2659,14941,11679,13596
4802,13135,13614,16259,16013,9341
4803,6119,13877,13598,14289,2575
4804,1951,11121,12008,16019,16487
4805,1839,16238,9510,14527,17659
4806,9094,4043,4428,4174,10918
4807,3684,17103,14080,15083,16858
4808,16264,10769,8173,14654,9095
4809,5854,16423,5889,5890,12937
4810,14123,7346,16993,6988,11119
4811,7067,15372,7701,13088,13679
4812,15638,11790,2966,12686,11342
4813,6386,3138,11333,10377,9673
4814,1753,13453,12018,9475,11196
4815,5370,12639,5282,8663,15979
4816,10769,5571,1138,11145,1121
4817,5034,13807,8126,2778,11355
4818,5976,4093,13615,16765,2352
4819,7067,10105,15372,14976,10305
4820,15100,12993,14251,7282,13749
4821,6386,3138,10377,9673,14065
4822,13509,6268,10773,12460,14514
4823,8333,13571,3191,11220,578
4824,8380,15067,4376,8661,17682
4825,13892,10555,11883,11242,6914
4826,16410,4983,1100,7790,5316
4827,14941,16765,10912,15090,13596
4828,1833,7119,17408,7639,6304
4829,1833,3973,1643,2460,3493
4830,10366,17244,10676,4828,16950
4831,4943,11269,2901,16807,17329
4832,7067,4623,15372,7204,15550
4833,10769,8173,14033,6319,4428
4834,11096,6135,11333,12490,8073
4835,10419,2032,8665,12288,9204
4836,4564,7176,2844,7088,8053
4837,4093,7976,16110,6251,8464
4838,10445,17342,17449,17377,15205
4839,16796,4305,7870,4428,11342
4840,13453,4303,1838,8956,10912
4841,4564,5854,11342,10996,11144
4842,11790,2966,11342,12686,13519
4843,7067,15372,14833,13088,10305
4844,15713,4279,10250,4318,9920
4845,8380,15506,1745,10966,8661
4846,2036,10149,15674,16504,10389
4847,4847,14055,2236,12573,15734
4848,17103,15678,14071,9510,14527
4849,16307,5745,6594,11382,6445
4850,7377,10149,658,5282,15867
4851,12490,5242,9431,14392,10195
4852,6386,2022,11546,184,10377
4853,5404,12490,12558,148,4856
4854,10648,997,11225,4035,11722
4855,3245,2036,12490,3247,15674
4856,1833,7111,3657,7109,9899
4857,14051,4521,3059,11688,7345
4858,4001,9146,2587,2341,11831
4859,1951,5854,4305,16019,11342
4860,11096,14818,11333,12490,1950
4861,2032,7621,10430,13433,16594
4862,16092,15321,9661,7371,14392
4863,6386,16321,14973,8989,12109
4864,14898,12455,14973,16321,5381
4865,4254,4772,14136,9797,9095
4866,9615,16138,9606,12686,9707
4867,2859,2858,7091,2860,12252
4868,13457,7067,13593,2938,16999
4869,524,7501,3373,5527,15867
4870,8225,106,7213,17195,9496
4871,15638,9147,8309,16019,8130
4872,15301,552,635,6270,3399
4873,10769,5571,1138,17567,11145
4874,14751,4428,3010,14446,15050
4875,4305,3660,12639,16019,15867
4876,10769,8173,14721,9095,4428
4877,16963,10304,7501,12227,15867
4878,9079,15254,12086,10104,5498
4879,12575,2939,11281,16620,13996
4880,7501,3660,7870,4428,11342
4881,15243,10058,16773,3669,17701
4882,12490,12542,15674,5242,16009
4883,4564,7021,15842,10879,11342
4884,8079,5391,203,12212,15861
4885,12490,12542,7617,5242,14392
4886,4466,16418,9994,8626,8655
4887,10769,8173,8522,9095,4428
4888,4564,7870,11342,10996,5808
4889,6988,17259,3720,17083,7018
4890,10769,11453,6119,10234,6742
4891,11269,1753,6120,3904,5615
4892,9115,13121,15821,13570,2237
4893,2036,10149,15674,14034,5367
4894,15100,3138,2081,9354,15245
4895,1138,4428,3997,3010,14446
4896,11086,15068,567,9898,2999
4897,9167,16220,7004,6491,2352
4898,4475,4965,10058,15526,3669
4899,6632,11316,15617,290,3454
4900,11079,13121,4447,15842,13570
4901,13135,13614,4605,3280,17472
4902,4305,7870,16019,11342,10234
4903,11096,11333,12490,5242,15981
4904,7870,12639,5741,16504,4428
4905,444,15379,6850,6320,774
4906,7067,15372,13088,10305,17440
4907,12639,3193,8084,6328,14392
4908,14761,2859,2858,4867,2860
4909,13034,6541,624,9053,4360
4910,16695,11453,10,8977,7471
4911,16695,15053,10,148,2175
4912,8696,3729,3684,14767,15678
4913,13145,11298,7602,7324,14824
4914,1781,7021,6212,8222,7071
4915,10769,8173,9095,4428,4271
4916,10769,8173,15648,9095,4428
4917,4490,4428,9925,17382,15235
4918,7067,15372,6384,13088,10305
4919,10769,4005,11527,6742,212
4920,7147,4920,14006,14371,9920
4921,1011,1781,5370,7021,475
4922,12339,17259,15236,10041,15351
4923,4305,1138,16019,4428,10234
4924,16695,12983,10,14877,1344
4925,10769,15053,15674,11076,6083
4926,1824,506,12400,10758,9284
4927,8126,148,14973,16321,12109
4928,10149,16504,6984,10389,8718
4929,6386,3763,10377,12694,5381
4930,10769,5571,1138,17567,11145
4931,4001,9324,15442,1877,2240
4932,9458,9377,306,2851,7119
4933,2101,13593,2938,4763,240
4934,8063,1066,14392,15602,15807
4935,3181,16993,16403,6375,11633
4936,7067,1072,15372,1279,17140
4937,13963,7067,15372,8126,13088
4938,13988,15038,3463,13909,7637
4939,2032,12490,4940,93,9657
4940,10515,6328,4939,15979,93
4941,13509,6268,5020,13519,17701
4942,6386,3138,10377,9673,14065
4943,4093,7976,16110,6251,8464
4944,5027,13509,6268,11139,12694
4945,6655,6829,14791,12273,11606
4946,5404,629,393,148,4102
4947,10769,13638,6119,10234,5623
4948,16908,12339,10196,14768,13505
4949,8126,148,14973,16321,12109
4950,13509,14496,6268,14514,5020
4951,14442,2939,5547,7768,5093
4952,4093,7976,16110,6251,8464
4953,10769,5571,1138,17567,11145
4954,15931,13408,6727,8280,12332
4955,14751,1138,4428,4174,3010
4956,13509,7182,10795,14485,5020
4957,4428,4174,3010,14446,212
4958,15053,4428,10234,5623,212
4959,15100,2851,14251,17288,11790
4960,13295,11790,2778,13519,69
4961,5404,15123,3217,12916,10628
4962,11606,148,6584,8174,6539
4963,10769,3662,8173,6810,4964
4964,10769,11453,12649,6742,14910
4965,4966,3802,11544,15581,15550
4966,3802,11544,4965,3763,15581
4967,12795,354,5724,7878,7879
4968,629,9073,4102,5479,16604
4969,629,9073,4968,5479,11764
4970,16331,4318,7602,5573,7057
4971,15434,15600,16222,12905,10539
4972,15038,13988,6632,3463,3486
4973,17667,1686,15067,7017,4376
4974,11103,7017,9136,12150,12420
4975,11790,2966,16112,16665,13519
4976,6386,15100,240,7225,12816
4977,10769,5571,1138,17567,11145
4978,12490,12542,5242,16009,14392
4979,7067,15372,13609,13088,6657
4980,6386,9673,12079,14065,11332
4981,11576,5457,4998,7654,7652
4982,16234,17273,9660,2368,7621
4983,16092,12441,12779,14392,15602
4984,4467,13025,12890,7706,2636
4985,6386,3138,6590,10377,9673
4986,1138,4428,4174,3997,3010
4987,15799,8722,3151,12686,16665
4988,10149,7111,8718,11808,15175
4989,7111,10879,3520,8977,680
4990,16695,10,5754,4988,8718
4991,13479,7557,15526,17701,15525
4992,8892,15638,9147,1238,5966
4993,1138,16504,4428,14034,3010
4994,4564,4993,11342,10996,14446
4995,4564,4993,16504,11342,10996
4996,5107,16234,9310,4022,9577
4997,88,9193,15100,3138,11739
4998,9193,17649,11576,5457,14973
4999,10769,8173,9095,4428,4271
5000,16695,2036,12983,15053,15674
5001,1834,5584,13210,10879,10491
5002,3181,16993,16403,6375,11633
5003,16963,10769,10304,6418,3888
5004,10123,9972,11657,4789,9264
5005,6886,16234,9577,900,3563
5006,13698,11333,1048,10185,9899
5007,1951,4305,16019,4428,11342
5008,15372,17522,8433,1333,10305
5009,7067,7208,15372,13088,4879
5010,10034,11991,13939,14953,9214
5011,10769,15674,16504,12812,9179
5012,10769,10149,15674,16504,6742
5013,17119,14721,8522,5571,6418
5014,1833,15482,7119,5282,7371
5015,12490,8665,12558,9204,13427
5016,1833,7120,7119,5282,7371
5017,11473,10517,5703,2831,13752
5018,7067,10287,7151,15372,13088
5019,12490,12542,4389,5242,16009
5020,13509,7452,1688,6268,14514
5021,7067,15372,13088,10305,6657
5022,15638,12686,14408,16112,13519
5023,17103,8951,2052,2402,8039
5024,7147,16254,14371,10250,2220
5025,6386,10377,736,9673,12079
5026,2840,6179,9722,14376,14941
5027,4475,3763,5327,15526,5381
5028,10769,15674,3235,16504,12812
5029,10718,479,8055,11951,6381
5030,15322,11453,16796,17019,6418
5031,14838,10769,5548,4428,4271
5032,6386,9193,15100,2022,12079
5033,16695,15053,10,148,2175
5034,10526,12996,4817,11479,11355
5035,15372,13088,6657,10612,5902
5036,13509,11121,3077,6268,10920
5037,2021,8013,8546,2325,3882
5038,2840,9722,4213,7589,16992
5039,12273,13113,5068,14399,12220
5040,3964,16385,13417,3903,9661
5041,9499,9027,4612,14882,11749
5042,7621,3423,14655,16019,8130
5043,13507,12850,10920,9683,12686
5044,12273,1752,15255,5075,7554
5045,16027,11790,12079,2778,2590
5046,6135,9383,10377,12694,9673
5047,12795,14428,11606,148,16726
5048,5253,2841,5054,14551,1990
5049,13408,3684,14937,15678,12306
5050,13509,14496,17610,6268,14514
